title	year	Director1	Genre1	Genre2	Genre3	stars
Mr. Saturday Night (1992)	1992	Billy Crystal	Drama	Comedy	None	6
The Last of Us (2013) (VG)	2013	Neil Druckmann	Drama	Adventure	Action	10
A Night at the Opera (1935)	1935	Sam Wood	Musical	Music	Comedy	8
The Nine Lives of Fritz the Cat (1974)	1974	Robert Taylor	Comedy	Animation	None	5
Reflections in a Golden Eye (1967)	1967	John Huston	Thriller	Romance	Drama	7
Love (2011/I)	2011	William Eubank	Sci-Fi	Drama	None	6
Batman: The Movie (1966)	1966	Leslie H. Martinson	Family	Comedy	Adventure	6
The Borrowers (1997)	1997	Peter Hewitt	Family	Comedy	Adventure	6
DuckTales the Movie: Treasure of the Lost Lamp (1990)	1990	Bob Hathcock	Comedy	Adventure	Animation	7
The Mod Squad (1999)	1999	Scott Silver	Thriller	Crime	Action	4
Swimfan (2002)	2002	John Polson	Thriller	Drama	None	5
Free Willy 2: The Adventure Home (1995)	1995	Dwight H. Little	Family	Drama	Adventure	5
Hurlyburly (1998)	1998	Anthony Drazan	Drama	Comedy	None	6
Rustom (2016)	2016	Dharmendra Suresh Desai	Mystery	Drama	Crime	7
Wicked (1998)	1998	Michael Steinberg	Thriller	None	None	5
Gunless (2010)	2010	William Phillips	Drama	Comedy	Action	6
Cado dalle nubi (2009)	2009	Gennaro Nunziante	Comedy	None	None	6
Best Men (1997)	1997	Tamra Davis	Crime	Comedy	Action	6
Louise-Michel (2008)	2008	Benoît Delépine	Comedy	None	None	7
Wiener-Dog (2016)	2016	Todd Solondz	Comedy	None	None	6
Nightmare Man (2006)	2006	Rolfe Kanefsky	Thriller	Horror	Comedy	4
Case 39 (2009)	2009	Christian Alvart	Thriller	Mystery	Horror	6
Lemmy (2010)	2010	Greg Olliver	Music	Biography	Documentary	8
War Pigs (2015)	2015	Ryan Little	War	Action	None	4
A Simple Wish (1997)	1997	Michael Ritchie	Fantasy	Family	Comedy	5
Metal Gear Solid (1998) (VG)	1998	Hideo Kojima	Sci-Fi	Drama	Action	10
Machete (2010)	2010	Ethan Maniquis	Thriller	Crime	Action	7
Youth (2015/I)	2015	Paolo Sorrentino	Music	Drama	Comedy	7
Son of Sardaar (2012)	2012	Ashwani Dhir	Romance	Comedy	Action	4
Rocketship X-M (1950)	1950	Kurt Neumann	Sci-Fi	None	None	5
The Fast and the Furious: Tokyo Drift (2006)	2006	Justin Lin	Thriller	Crime	Action	6
Pola X (1999)	1999	Leos Carax	Romance	Drama	None	6
The Flight of Dragons (1982) (V)	1982	Jules Bass	Family	Adventure	Animation	8
The Champ (1931/I)	1931	King Vidor	Sport	Family	Drama	7
Jem and the Holograms (2015)	2015	Jon M. Chu	Fantasy	Drama	Adventure	4
Happy (2006)	2006	A. Karunakaran	Romance	Drama	Comedy	7
Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)	2008	Mark Hartley	Documentary	None	None	8
Ricordati di me (2003)	2003	Davide Marengo	Short	Documentary	None	6
Sabotage (2014)	2014	David Ayer	Drama	Crime	Action	6
Three Fugitives (1989)	1989	Francis Veber	Comedy	Action	None	6
Some Mother's Son (1996)	1996	Terry George	History	Drama	None	7
People Will Talk (1951)	1951	Joseph L. Mankiewicz	Romance	Drama	Comedy	8
Bandidas (2006)	2006	Joachim Rønning	Crime	Comedy	Action	6
12 Rounds 2: Reloaded (2013) (V)	2013	Roel Reiné	Thriller	Adventure	Action	5
Oh, God! Book II (1980)	1980	Gilbert Cates	Fantasy	Comedy	None	5
The Landlord (2007/I)	2007	Drew Antzis	Comedy	Short	None	8
Anamorph (2007)	2007	Henry Miller	Thriller	Horror	Crime	6
Noises Off... (1992)	1992	Peter Bogdanovich	Comedy	None	None	8
They're Watching (2016)	2016	Jay Lender	Thriller	Horror	Comedy	6
Naked Lunch (1991)	1991	David Cronenberg	Drama	None	None	7
The Business (2005)	2005	Nick Love	Thriller	Drama	Crime	7
Big Game (2014)	2014	Jalmari Helander	Adventure	Action	None	6
Scooby-Doo and the Alien Invaders (2000) (V)	2000	Jim Stenstrum	Mystery	Comedy	Animation	7
Escobar: Paradise Lost (2014)	2014	Andrea Di Stefano	Romance	Drama	Crime	7
Gentlemen Prefer Blondes (1953)	1953	Howard Hawks	Musical	Crime	Comedy	7
The Haunted Airman (2006) (TV)	2006	Chris Durlacher	War	Thriller	Drama	5
Lured (1947)	1947	Douglas Sirk	Mystery	Film-Noir	Crime	7
Albino Alligator (1996)	1996	Kevin Spacey	Thriller	Drama	Crime	6
Flying Down to Rio (1933)	1933	Thornton Freeland	Romance	Musical	Comedy	7
Mother and Child (2009)	2009	Rodrigo García	Romance	Drama	None	7
Boiler Room (2000)	2000	Ben Younger	Thriller	Drama	Crime	7
Ju-on (2000) (V)	2000	Takashi Shimizu	Mystery	Horror	None	7
Longford (2006) (TV)	2006	Tom Hooper	Drama	Crime	Biography	8
8 x 10 Tasveer (2009)	2009	Nagesh Kukunoor	Mystery	Drama	Crime	6
Treasure Island (2012) (TV)	2012	Steve Barron	Adventure	None	None	6
Felon (2008)	2008	Ric Roman Waugh	Drama	Crime	None	8
Calendar Girls (2003)	2003	Nigel Cole	Drama	Comedy	None	7
Fantastic Voyage (1966)	1966	Richard Fleischer	Sci-Fi	Family	Adventure	7
Mean Guns (1997)	1997	Albert Pyun	Thriller	Crime	Action	6
Piedone d'Egitto (1980)	1980	Steno	Crime	Comedy	Action	6
White Lightning (1973)	1973	Joseph Sargent	Crime	Drama	Action	6
Every Girl Should Be Married (1948)	1948	Don Hartman	Comedy	None	None	6
Night Must Fall (1937)	1937	Richard Thorpe	Thriller	Mystery	Drama	7
The Tripper (2006)	2006	David Arquette	Horror	Comedy	None	5
A Close Shave (1995)	1995	Nick Park	Comedy	Short	Animation	8
Nanook of the North (1922)	1922	Robert J. Flaherty	Documentary	None	None	8
Bickford Shmeckler's Cool Ideas (2006)	2006	Scott Lew	Romance	Comedy	None	6
Viruddh... Family Comes First (2005)	2005	Mahesh Manjrekar	Drama	None	None	7
Murder-Set-Pieces (2004)	2004	Nick Palumbo	Horror	None	None	4
The Business of Strangers (2001)	2001	Patrick Stettner	Thriller	Drama	None	6
Trick (1999)	1999	Jim Fall	Romance	Music	Comedy	7
Carry on Cowboy (1965)	1965	Gerald Thomas	Western	Comedy	None	6
La flor de mi secreto (1995)	1995	Daniel Cebrián	Short	Documentary	None	7
The Last Winter (2006)	2006	Larry Fessenden	Thriller	Mystery	Horror	6
Bones (2001)	2001	Ernest R. Dickerson	Horror	Crime	None	4
Selena (1997)	1997	Gregory Nava	Music	Drama	Biography	7
See No Evil, Hear No Evil (1989)	1989	Arthur Hiller	Crime	Comedy	None	7
The Englishman Who Went Up a Hill But Came Down a Mountain (1995)	1995	Christopher Monger	Drama	Comedy	None	7
The Boat (1921)	1921	Edward F. Cline	Family	Comedy	Short	7
Cherrybomb (2009)	2009	Lisa Barros D'Sa	Thriller	Drama	None	6
Straw Dogs (2011)	2011	Rod Lurie	Thriller	Drama	Action	6
Ghost World (2001)	2001	Terry Zwigoff	Drama	Comedy	None	7
Mass Effect 2 (2010) (VG)	2010	Casey Hudson	Sci-Fi	Adventure	Action	10
Silent Hill (1999) (VG)	1999	Keiichiro Toyama	Mystery	Horror	Drama	9
Silent Hill 2 (2001) (VG)	2001	Masashi Tsuboyama	Mystery	Horror	Drama	9
License to Wed (2007)	2007	Ken Kwapis	Romance	Comedy	None	5
Blue Chips (1994)	1994	William Friedkin	Sport	Drama	None	6
The Adventures of Pluto Nash (2002)	2002	Ron Underwood	Sci-Fi	Action	Comedy	4
Hwasango (2001)	2001	Tae-gyun Kim	Fantasy	Comedy	Action	6
Justice League: The New Frontier (2008) (V)	2008	Dave Bullock	Adventure	Action	Animation	7
Partisan (2015)	2015	Ariel Kleiman	Thriller	Drama	None	6
7 Plus Seven (1970) (TV)	1970	Michael Apted	Biography	Documentary	None	8
City Lights (2014)	2014	Amanda E. Öman	Music	Short	None	7
Dead Rising (2006) (VG)	2006	Yoshinori Kawano	Drama	Comedy	Action	8
Mad Dog Time (1996)	1996	Larry Bishop	Drama	Crime	Comedy	6
The Legend of the 7 Golden Vampires (1974)	1974	Roy Ward Baker	Horror	None	None	6
La moustache (2005)	2005	Emmanuel Carrère	Mystery	Drama	None	7
21 Up (1977)	1977	Michael Apted	Biography	Documentary	None	8
Ramaiya Vastavaiya (2013)	2013	Prabhudheva	Family	Drama	Comedy	6
Sister Act 2: Back in the Habit (1993)	1993	Bill Duke	Music	Comedy	None	5
The Big Shave (1968)	1968	Martin Scorsese	Horror	Drama	Short	7
Tamara Drewe (2010)	2010	Stephen Frears	Romance	Drama	Comedy	6
The Substitute 2: School's Out (1998) (TV)	1998	Steven Pearl	Thriller	Action	None	5
White Heat (1949)	1949	Raoul Walsh	Film-Noir	Drama	Crime	8
WarGames (1983)	1983	John Badham	Thriller	Sci-Fi	None	7
From Noon Till Three (1976)	1976	Frank D. Gilroy	Western	Romance	Comedy	7
Hot Coffee (2011)	2011	Susan Saladoff	Documentary	None	None	8
Lorenzo's Oil (1992)	1992	George Miller	Drama	None	None	7
Treasure Raiders (2007)	2007	Brent Huff	Drama	Adventure	Action	4
The Blair Witch Project (1999)	1999	Daniel Myrick	Horror	None	None	6
Jack and the Beanstalk (1952)	1952	Jean Yarbrough	Fantasy	Family	Comedy	6
Sex & Drugs & Rock & Roll (2010)	2010	Mat Whitecross	Music	Drama	Biography	7
Bolt (2008)	2008	Byron Howard	Comedy	Adventure	Animation	7
The Guitar (2008)	2008	Amy Redford	Romance	Music	Drama	6
The Secret Life of Words (2005)	2005	Isabel Coixet	Romance	Drama	None	8
Frankie Go Boom (2012)	2012	Jordan Roberts	Comedy	None	None	6
Lucky Them (2013)	2013	Megan Griffiths	Drama	None	None	6
Disconnect (2012/I)	2012	Henry Alex Rubin	Thriller	Drama	None	8
1942: A Love Story (1994)	1994	Vidhu Vinod Chopra	Drama	Action	Romance	7
A Guide for the Married Man (1967)	1967	Gene Kelly	Romance	Comedy	None	7
Adam (2009/I)	2009	Max Mayer	Romance	Drama	None	7
Styria (2014)	2014	Mauricio Chernovetzky	Mystery	Horror	Fantasy	7
Gardens of the Night (2008)	2008	Damian Harris	Drama	None	None	7
The Attack (2012)	2012	Ziad Doueiri	Drama	None	None	7
The House on Sorority Row (1983)	1983	Mark Rosman	Thriller	Mystery	Horror	6
Left 4 Dead 2 (2009) (VG)	2009	Erik Johnson	Horror	Adventure	Action	8
Crysis 2 (2011) (VG)	2011	Cevat Yerli	Thriller	Sci-Fi	Action	8
Till the Clouds Roll By (1946)	1946	Richard Whorf	Musical	Biography	None	6
The Lineup (1958)	1958	Don Siegel	Drama	Film-Noir	Crime	7
Capote (2005)	2005	Bennett Miller	Drama	Crime	Biography	7
The End (1978)	1978	Burt Reynolds	Drama	Comedy	None	6
Face (1997/I)	1997	Antonia Bird	Thriller	Drama	Crime	7
Hatchet III (2013)	2013	BJ McDonnell	Horror	Comedy	Action	6
Big Business (1988)	1988	Jim Abrahams	Comedy	None	None	6
Mega Piranha (2010) (TV)	2010	Eric Forsberg	Sci-Fi	Horror	None	2
Einstein and Eddington (2008) (TV)	2008	Philip Martin	History	Drama	None	7
Robin Hood Daffy (1958)	1958	Chuck Jones	Short	Family	Animation	8
A Night in Casablanca (1946)	1946	Archie Mayo	Comedy	None	None	7
Outcast (2010)	2010	Colm McCarthy	Horror	None	None	5
The Old Man and the Sea (1999)	1999	Aleksandr Petrov	Animation	Short	None	8
Mystery Train (1989)	1989	Jim Jarmusch	Drama	Crime	Comedy	8
Black Nativity (2013)	2013	Kasi Lemmons	Music	Family	Drama	4
Jim Jefferies: I Swear to God (2009) (TV)	2009	John Moffitt	Comedy	None	None	8
Taking Sides (2001)	2001	István Szabó	War	Music	Drama	7
Prozac Nation (2001)	2001	Erik Skjoldbjærg	Romance	Drama	None	6
Rosewood (1997)	1997	John Singleton	History	Drama	Action	7
The Hunter (2011/IV)	2011	Daniel Nettheim	Thriller	Drama	Adventure	7
He Died with a Felafel in His Hand (2001)	2001	Richard Lowenstein	Romance	Comedy	None	7
Proof of Life (2000)	2000	Taylor Hackford	Thriller	Drama	Action	6
Shiner (2000)	2000	John Irvin	Thriller	Drama	Crime	6
Nice Guy Johnny (2010)	2010	Edward Burns	Romance	Comedy	None	6
Ice Soldiers (2013)	2013	Sturla Gunnarsson	Sci-Fi	Action	None	4
Battlefield 4 (2013) (VG)	2013	Tom Keegan	War	Action	None	8
Mutual Appreciation (2005)	2005	Andrew Bujalski	Comedy	None	None	7
The Blackout (1997)	1997	Abel Ferrara	Drama	None	None	5
Mea Maxima Culpa: Silence in the House of God (2012)	2012	Alex Gibney	Documentary	None	None	8
Taxi Driver (1976)	1976	Martin Scorsese	Drama	Crime	None	8
Sharknado (2013) (TV)	2013	Anthony C. Ferrante	Horror	None	None	3
Kung Fury (2015)	2015	David Sandberg	Comedy	Action	Short	8
Buster (1988)	1988	David Green	Comedy	Biography	Adventure	6
Cyrano de Bergerac (1990)	1990	Jean-Paul Rappeneau	Drama	Comedy	Biography	8
Alien (1979)	1979	Ridley Scott	Sci-Fi	Horror	None	8
The Producers (1967)	1967	Mel Brooks	Comedy	None	None	8
Raid on Entebbe (1976) (TV)	1976	Irvin Kershner	History	Drama	Action	7
Black Dog (1998)	1998	Kevin Hooks	Drama	Crime	Action	5
Trick 'r Treat (2007)	2007	Michael Dougherty	Thriller	Horror	Fantasy	7
Date Night (2010)	2010	Shawn Levy	Romance	Crime	Comedy	6
Glorious 39 (2009)	2009	Stephen Poliakoff	Thriller	History	Drama	6
8 Mile (2002)	2002	Curtis Hanson	Music	Drama	None	7
Bbuddah... Hoga Terra Baap (2011)	2011	Puri Jagannadh	Crime	Comedy	Action	6
Muthu (1995)	1995	K.S. Ravikumar	Drama	Comedy	Action	8
Outland (1981)	1981	Peter Hyams	Sci-Fi	Crime	Action	7
Dark Ride (2006)	2006	Craig Singer	Thriller	Horror	None	5
Magnolia (1999)	1999	Paul Thomas Anderson	Drama	None	None	8
Equinox (1970)	1970	Jack Woods	Mystery	Adventure	Horror	5
September Dawn (2007)	2007	Christopher Cain	Romance	History	Drama	6
Eight Legged Freaks (2002)	2002	Ellory Elkayem	Horror	Comedy	Action	5
Neerja (2016)	2016	Ram Madhvani	Thriller	Drama	Biography	8
Left 4 Dead (2008) (VG)	2008	Mike Booth	Horror	Adventure	Action	8
Rancho Notorious (1952)	1952	Fritz Lang	Western	None	None	7
Mama (2013/I)	2013	Andrés Muschietti	Horror	Fantasy	None	6
Barbecue (2014)	2014	Eric Lavaine	Comedy	None	None	6
Goodbye, Mr. Chips (1969)	1969	Herbert Ross	Romance	Musical	Drama	7
XXY (2007)	2007	Lucía Puenzo	Drama	None	None	7
A Decade Under the Influence (2003)	2003	Ted Demme	Documentary	None	None	8
In & Out (1997)	1997	Frank Oz	Romance	Comedy	None	6
Jenny's Wedding (2015)	2015	Mary Agnes Donoghue	Drama	Comedy	None	6
Hunger (2008)	2008	Steve McQueen	Drama	Biography	None	8
Love at First Bite (1979)	1979	Stan Dragoti	Romance	Comedy	None	6
The Three Musketeers (1993)	1993	Stephen Herek	Comedy	Adventure	Action	6
Carpool (1996)	1996	Arthur Hiller	Comedy	None	None	5
The Locket (1946)	1946	John Brahm	Film-Noir	Drama	None	7
Dr. Jekyll and Mr. Hyde (1931)	1931	Rouben Mamoulian	Sci-Fi	Horror	None	8
Teer enta (2009)	2009	Ahmed El Guindi	Romance	Fantasy	Comedy	7
Elvira's Haunted Hills (2001)	2001	Sam Irvin	Horror	Comedy	None	6
Coming Home (1978)	1978	Hal Ashby	War	Romance	Drama	7
Ladyhawke (1985)	1985	Richard Donner	Drama	Comedy	Adventure	7
Slow Learners (2015)	2015	Don Argott	Romance	Comedy	None	6
Martha (1974/I) (TV)	1974	Rainer Werner Fassbinder	Thriller	Drama	None	8
Out of the Blue (2006/I)	2006	Robert Sarkies	Drama	Crime	None	7
Robot Chicken: Star Wars (2007) (TV)	2007	Seth Green	Comedy	Short	Animation	8
Into the Grizzly Maze (2015)	2015	David Hackl	Thriller	Horror	Action	5
The Talented Mr. Ripley (1999)	1999	Anthony Minghella	Thriller	Drama	Crime	7
The Syrian Bride (2004)	2004	Eran Riklis	Drama	Comedy	None	8
Flirting (1991)	1991	John Duigan	Romance	Drama	None	7
A Cinderella Story: Once Upon a Song (2011) (V)	2011	Damon Santostefano	Music	Family	Comedy	6
Project X (2012)	2012	Nima Nourizadeh	Crime	Comedy	None	7
Steal This Movie (2000)	2000	Robert Greenwald	Romance	Drama	Biography	6
The Skeleton Dance (1929)	1929	Walt Disney	Short	Family	Animation	8
Saboteur (1942)	1942	Alfred Hitchcock	War	Thriller	None	7
Conan the Destroyer (1984)	1984	Richard Fleischer	Fantasy	Adventure	Action	6
Vasoolraja M.B.B.S (2004)	2004	Saran	Comedy	None	None	8
Layer Cake (2004)	2004	Matthew Vaughn	Thriller	Drama	Crime	7
Schultze Gets the Blues (2003)	2003	Michael Schorr	Music	Drama	Comedy	7
Return of the Living Dead III (1993)	1993	Brian Yuzna	Sci-Fi	Romance	Horror	6
Idiots and Angels (2008)	2008	Bill Plympton	Drama	Comedy	Animation	7
Super Shark (2011)	2011	Fred Olen Ray	Sci-Fi	Comedy	Action	2
Bogus (1996)	1996	Norman Jewison	Fantasy	Family	Comedy	5
Best of Enemies (2015)	2015	Robert Gordon	News	History	Documentary	8
The Town That Dreaded Sundown (2014)	2014	Alfonso Gomez-Rejon	Thriller	Mystery	Horror	6
Surviving Progress (2011)	2011	Mathieu Roy	Documentary	None	None	8
Grbavica (2006)	2006	Jasmila Zbanic	Drama	None	None	7
Play Dirty (1969)	1969	André De Toth	War	Drama	Adventure	7
The Uninvited (1944)	1944	Lewis Allen	Horror	Film-Noir	Fantasy	7
Captives (1994)	1994	Angela Pope	Romance	Drama	Crime	6
The Confirmation (2016)	2016	Bob Nelson	Comedy	None	None	6
Jersey Boys (2014)	2014	Clint Eastwood	Music	Drama	Biography	7
Rocket Science (2007)	2007	Jeffrey Blitz	Drama	Comedy	None	7
2001 Maniacs (2005)	2005	Tim Sullivan	Horror	Comedy	None	5
Baadshah (1999)	1999	Abbas Alibhai Burmawalla	Thriller	Crime	Action	7
In My Sleep (2010)	2010	Allen Wolf	Thriller	Mystery	Drama	6
Bad Boys (1995)	1995	Michael Bay	Crime	Comedy	Action	7
The Boys & Girls Guide to Getting Down (2006)	2006	Paul Sapiano	Comedy	None	None	7
Behind the Mask: The Rise of Leslie Vernon (2006)	2006	Scott Glosserman	Thriller	Horror	Comedy	7
Bandits (1997)	1997	Katja von Garnier	Music	Drama	None	6
Khiladi (1992)	1992	Abbas Alibhai Burmawalla	Thriller	Action	None	8
The Escapist (2008)	2008	Rupert Wyatt	Thriller	Drama	Crime	7
It Felt Like Love (2013)	2013	Eliza Hittman	Drama	None	None	6
Turbo (2013)	2013	David Soren	Comedy	Adventure	Animation	6
A Far Off Place (1993)	1993	Mikael Salomon	Family	Drama	Adventure	7
Diary of a Wimpy Kid: Dog Days (2012)	2012	David Bowers	Family	Comedy	None	6
Cell (2016/I)	2016	Tod Williams	Thriller	Sci-Fi	Horror	4
The Price of Milk (2000)	2000	Harry Sinclair	Fantasy	Drama	Comedy	7
Reefer Madness: The Movie Musical (2005) (TV)	2005	Andy Fickman	Horror	Drama	Comedy	7
Leviathan (1989)	1989	George P. Cosmatos	Mystery	Horror	Adventure	6
Rocky III (1982)	1982	Sylvester Stallone	Sport	Drama	None	7
Gabriel (2007)	2007	Shane Abbess	Horror	Fantasy	Action	6
Biwi No. 1 (1999)	1999	David Dhawan	Romance	Drama	Comedy	6
Che: Part Two (2008)	2008	Steven Soderbergh	History	Drama	Biography	7
Hardcore (2004)	2004	Dennis Iliadis	Crime	Drama	None	6
Lingaa (2014)	2014	K.S. Ravikumar	Drama	Comedy	Action	6
The Adventures of Rocky & Bullwinkle (2000)	2000	Des McAnuff	Comedy	Adventure	Animation	4
Firestarter (1984)	1984	Mark L. Lester	Sci-Fi	Horror	Action	6
Family Business (1989)	1989	Sidney Lumet	Drama	Crime	None	6
lisa (1995)	1995	Zabelle Coté	Short	Animation	None	7
Grace (2014/I)	2014	Heath Jones	Drama	None	None	5
Addams Family Values (1993)	1993	Barry Sonnenfeld	Fantasy	Comedy	None	7
Cecil B. DeMented (2000)	2000	John Waters	Thriller	Crime	Comedy	6
Destino (2003)	2003	Dominique Monfery	Short	Animation	None	8
Spider-Man (2002)	2002	Sam Raimi	Fantasy	Adventure	Action	7
The League of Gentlemen's Apocalypse (2005)	2005	Steve Bendelack	Horror	Fantasy	Comedy	6
Space Jam (1996)	1996	Joe Pytka	Comedy	Adventure	Animation	6
Indra (2002)	2002	Gopal B.	Drama	Action	None	7
Making 'The Shining' (1980) (TV)	1980	Vivian Kubrick	Short	Documentary	None	8
Jack Goes Boating (2010)	2010	Philip Seymour Hoffman	Romance	Drama	None	6
Teenage Paparazzo (2010)	2010	Adrian Grenier	Documentary	None	None	7
Predestination (2014/I)	2014	Michael Spierig	Sci-Fi	Mystery	Drama	7
Beautiful (2000)	2000	Sally Field	Comedy	Drama	None	5
Escape from the Planet of the Apes (1971)	1971	Don Taylor	Sci-Fi	Action	None	6
Scarface (1932)	1932	Howard Hawks	Drama	Crime	Action	8
The Condemned (2007)	2007	Scott Wiper	Thriller	Crime	Action	6
Primary Colors (1998)	1998	Mike Nichols	Drama	Comedy	None	7
Home for the Holidays (1995)	1995	Jodie Foster	Romance	Drama	Comedy	7
The Canyons (2013)	2013	Paul Schrader	Thriller	Drama	None	4
Charlie Bartlett (2007)	2007	Jon Poll	Romance	Drama	Comedy	7
Corpse Bride (2005)	2005	Tim Burton	Family	Drama	Animation	7
Unexpected (2015)	2015	Kris Swanberg	Drama	Comedy	None	6
Naken (2000)	2000	Mårten Knutsson	Comedy	None	None	5
Letters from a Killer (1998)	1998	David Carson	Mystery	Drama	Crime	6
3:10 to Yuma (1957)	1957	Delmer Daves	Western	Thriller	Drama	8
Sophie Scholl - Die letzten Tage (2005)	2005	Carlos Gerstenhauer	Documentary	None	None	8
Keith (2008/I)	2008	Todd Kessler	Romance	Drama	None	8
Barbarella (1968)	1968	Roger Vadim	Fantasy	Comedy	Adventure	6
Julie & Julia (2009)	2009	Nora Ephron	Romance	Drama	Biography	7
Matchstick Men (2003)	2003	Ridley Scott	Thriller	Drama	Crime	7
Arrambam (2013)	2013	Vishnuvardhan	Mystery	Drama	Action	7
Midnight in Paris (2011)	2011	Woody Allen	Romance	Fantasy	Comedy	8
Air (2015/I)	2015	Christian Cantamessa	Thriller	Sci-Fi	None	5
A Thousand Words (2012/I)	2012	Brian Robbins	Drama	Comedy	None	6
One Crazy Summer (1986)	1986	Savage Steve Holland	Romance	Comedy	None	6
Excision (2012)	2012	Richard Bates Jr.	Horror	Drama	None	6
Around the World in 80 Days (2004)	2004	Frank Coraci	Comedy	Adventure	Action	6
Monsters vs. Aliens (2009)	2009	Rob Letterman	Adventure	Action	Animation	6
Nim's Island (2008)	2008	Jennifer Flackett	Family	Comedy	Adventure	6
Virasat (1997)	1997	Priyadarshan	Musical	Family	Drama	8
The Mother (2003)	2003	Roger Michell	Romance	Drama	None	7
Poetic Justice (1993)	1993	John Singleton	Romance	Drama	None	6
The Longest Ride (2015)	2015	George Tillman Jr.	Romance	Drama	None	7
Undercover Brother (2002)	2002	Malcolm D. Lee	Comedy	Action	None	6
Happy Accidents (2000)	2000	Brad Anderson	Romance	Comedy	None	7
On Moonlight Bay (1951)	1951	Roy Del Ruth	Romance	Musical	Comedy	7
Boy (2010/I)	2010	Taika Waititi	Drama	Comedy	None	8
It's a Disaster (2012)	2012	Todd Berger	Drama	Comedy	None	6
The Great White Hope (1970)	1970	Martin Ritt	Sport	Romance	Drama	7
The Poker House (2008)	2008	Lori Petty	Drama	None	None	6
Shank (2009)	2009	Simon Pearce	Drama	None	None	6
Fat City (1972)	1972	John Huston	Sport	Drama	None	8
Woochi (2009)	2009	Dong-hoon Choi	Comedy	Adventure	Action	7
Cops and Robbersons (1994)	1994	Michael Ritchie	Thriller	Crime	Comedy	5
Hamlet (1948)	1948	Laurence Olivier	Drama	None	None	8
Tall Tale (1995)	1995	Jeremiah S. Chechik	Fantasy	Family	Adventure	6
Lost and Delirious (2001)	2001	Léa Pool	Romance	Drama	None	7
The Virginity Hit (2010)	2010	Huck Botko	Comedy	None	None	5
Reach Me (2014)	2014	John Herzfeld	Drama	None	None	5
